,pcstrip,Year,Number_of_Patients,HB,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,depression_perc,alzheimers_perc,blood pressure_perc,hypertension_perc,diabeties_perc,cardiovascular disease_perc,insomnia_perc,addiction_perc,social anxiety_perc,loneliness_perc,depression_zscore,alzheimers_zscore,blood pressure_zscore,hypertension_zscore,diabeties_zscore,cardiovascular disease_zscore,insomnia_zscore,addiction_zscore,social anxiety_zscore,loneliness_zscore,loneills
98,CF481YE,2018,12495.0,7A5,304543.0,206196.0,W01001293,W02000286,C1,W99999999,W06000024,-35,8.019001131220511,0.010317075402394781,7.856871628531861,7.900709422209228,1.532732592905789,5.376736074143215,0.3779873966610523,0.0,0.33168618621611373,23.21748369254219,0.5633956068191087,-0.713237779247287,-0.02087285238168055,-0.02591915736719501,0.1416219562521856,-0.04224693123023774,-0.2704322751863015,-0.16523956233555795,4.080221614367726,-0.04160811576122049,3.4687884470504935
99,CF483AL,2018,17028.0,7A5,306393.0,207931.0,W01001298,W02000284,C1,W99999999,W06000024,49,7.465444979608232,0.012023706396641954,8.892873699234151,9.023594104928039,1.6341476041544387,6.196997707829325,0.5093190970606818,0.05586320625929675,0.07279116717731064,24.897390406236653,0.35538341804671847,-0.7014379209823381,0.32328568597747004,0.3445958211534763,0.2889767725556361,0.33682038230156175,0.06857606074977825,-0.15944014992730496,0.46459502472626896,0.14588120126904264,0.3722722537665989
100,CF484DT,2018,3208.0,7A5,306972.0,202339.0,W01001313,W02000288,C1,W99999999,W06000024,33,7.148818016127251,0.03554496190627044,10.072072691076425,10.118038724160604,1.9601571344393784,7.567486833213414,0.5032946604774826,0.0,0.026440230489753077,27.333340330324397,0.2364031348248538,-0.5388090444631376,0.715014055006611,0.7057265150063587,0.7626647784715357,0.9701641956033225,0.05302509921643807,-0.16523956233555795,-0.18272403055923622,0.4177502186758021,0.10838211168971881
101,CF484QU,2018,4915.0,7A5,307171.0,200337.0,W01001304,W02000288,D1,W99999999,W06000024,-102,6.411737083387762,0.059089896531024616,9.148767279143561,9.292256370153982,1.8333782778939762,5.162430047850813,1.2039067754725745,0.0,0.05391275721121482,23.962798451290134,-0.040572954547422525,-0.3760164476064627,0.4082931998885311,0.43324552397824323,0.57845659383104,-0.14128412415034827,1.8615248484651996,-0.16523956233555795,0.20094653393263973,0.04157421451407996,1.9138879418866392
102,CF52DY,2018,6802.0,7A4,315464.0,177890.0,W01001781,W02000392,C1,W99999999,W06000015,-36,7.309623806508063,0.5114040769289455,10.286960505370581,10.350809115046381,1.207338859652157,6.730303708712133,0.2822793612787503,0.06173231084002381,0.052131542678552134,26.453491238966453,0.2968298220307718,2.751339868968779,0.786399506995656,0.7825330809045323,-0.3311713038335716,0.5832769575488614,-0.5174847515643289,-0.1588308516035959,0.17607078835027398,0.31955291766876465,3.3304579570864323
103,CF52SH,2018,5995.0,7A4,313923.0,179109.0,W01001783,W02000392,C1,W99999999,W06000015,96,5.743599440991755,0.1341702055848,7.133619736105899,7.151627687722382,1.1638199447870266,6.45466944445811,0.28544560610342484,0.0,0.0015796291030865952,20.933332329647495,-0.29164192558355806,0.14309811688315652,-0.26113618891543294,-0.2730914690346817,-0.3944037743201553,0.4558981606172602,-0.5093116799760304,-0.16523956233555795,-0.5299174672728119,-0.2965353540011649,-1.6261039873194836
104,CF53JT,2018,9210.0,7A4,313912.0,177621.0,W01001750,W02000397,C1,W99999999,W06000015,44,7.988360808761992,0.26977257982538294,6.733218510562524,6.790389193368266,1.0798463124154352,4.663221493879685,0.38240904986103474,0.0,0.010913184792174561,21.173999438111792,0.5518817603543464,1.0806697429834207,-0.3941489544659952,-0.39228827974580593,-0.5164164726386605,-0.3719832543724307,-0.25901860058335907,-0.16523956233555795,-0.39956867859909917,-0.269675224548866,0.41643638207394496
105,CF54AD,2018,12823.0,7A4,314423.0,176798.0,W01001746,W02000407,C1,W99999999,W06000015,-105,8.673155729027613,0.1032871896069986,6.786750984052549,6.812957060840933,1.2573864760806814,5.291405916723053,0.1258125136285083,0.0,0.06130210693393304,22.26400488590779,0.8092101087247532,-0.07043088414905445,-0.3763655365056546,-0.3848416264424171,-0.2584527069074292,-0.0816805365680247,-0.9213747909810599,-0.16523956233555795,0.30414330240200665,-0.14802300701763282,-0.4285334527813294
106,CF54LJ,2018,8026.0,7A4,313038.0,175886.0,W01001742,W02000409,C1,W99999999,W06000015,58,8.231932059628711,0.21001714875635058,9.208251119695952,9.237620783418894,1.3357184794629857,6.438824516156492,0.12042796209088293,0.3466700414206258,0.007195363229189979,25.92121099093494,0.6434095825404912,0.6675132847025611,0.42805365423455566,0.41521757902792034,-0.14463722903127424,0.4485757476727376,-0.9352740083899406,-0.12925017550279325,-0.45149032061668737,0.26014672602812694,0.21012594176155142
107,CF54RG,2018,8066.0,7A4,312411.0,175513.0,W01001744,W02000409,C1,W99999999,W06000015,101,7.978052838698106,0.11646630552952567,9.227485192265892,9.266166193545573,1.0357260857171409,6.383773952897097,0.31259268072233976,0.0,0.04415416082553346,25.092778057109783,0.5480082898698365,0.020691157151824027,0.4344431880873955,0.4246366246189079,-0.5805226421331722,0.4231352439771365,-0.4392365605335284,-0.16523956233555795,0.06466179311126341,0.16768782714875402,0.4535217418827454
108,CF55HJ,2018,3040.0,7A4,313376.0,175806.0,W01001708,W02000411,C1,W99999999,W06000015,63,7.692390367022772,0.33865318657019927,9.435795337280801,9.558912774669633,1.8364422684481785,6.795489856932071,0.18193364255132505,0.12337268988321003,0.0,26.527194786077384,0.44066366763007325,1.5569187971329657,0.5036435469101488,0.5212333588040718,0.5829085360012479,0.613401416709746,-0.7765085441489128,-0.15243168472776017,-0.5519779495798715,0.32777874806630275,1.037897645110566
109,CF55LQ,2018,2543.0,7A4,313441.0,175351.0,W01001705,W02000411,C1,W99999999,W06000015,30,10.167024269517343,0.002838812240958383,7.784929936523046,7.80864644253518,1.5162483588580626,6.521618126086941,0.11399295421865502,0.14454169173433234,0.021062883194647625,26.27491065519147,1.3705675499534702,-0.7649434178243383,-0.0447717887535491,-0.05629690983050897,0.11767055842558302,0.48683713892286756,-0.9518847832741566,-0.15023403478558023,-0.25782195995974666,0.29962207781087535,-0.8106135557208605
110,CF611ST,2018,10811.0,7A4,296843.0,168877.0,W01001107,W02000247,C1,W99999999,W06000014,63,6.6368111807479115,0.20111030786622813,9.273634180161913,9.297242049076402,0.8592996313936898,7.301531006577534,0.25307455078809205,0.00046251971490284774,0.023978993669283542,24.54953124616476,0.04400411228038328,0.6059302826088617,0.4497738217513633,0.4348906338878189,-0.8368682013143564,0.8472580927444737,-0.5928715330926259,-0.16519154606951658,-0.21709670147632515,0.1070576905270873,0.10966524813859618
111,CF625QN,2018,14081.0,7A4,311105.0,167517.0,W01001066,W02000251,C1,W99999999,W06000014,34,8.19110058152941,0.20992272186450608,7.214233406679848,7.246546325734932,1.0636555991227608,5.3173311548712014,0.46115571205417816,0.0,0.5184874595746618,22.489712095176987,0.6280661614521161,0.6668604054662642,-0.23435643256061298,-0.24177144333152742,-0.539941388266924,-0.06969971243350061,-0.05574875157214912,-0.16523956233555795,6.689015145589815,-0.12283250675370878,7.521181955268961
112,CF628AZ,2018,12869.0,7A4,311869.0,168397.0,W01001063,W02000248,C1,W99999999,W06000014,-4,7.901191332325979,0.20804874457744357,9.190029739155891,9.24734902301265,1.452841480770952,6.580622536379192,0.22346972027977063,0.1851482590106684,0.057664460715577376,25.798671096356657,0.5191257092567543,0.6539034941869015,0.4220005353548781,0.4184275778279724,0.025541111730620895,0.514104833006644,-0.669290891828988,-0.14601848315709218,0.2533413578932784,0.24647041831642286,1.0294887641788264
113,CF628GP,2018,7469.0,7A4,310316.0,169337.0,W01001103,W02000246,C1,W99999999,W06000014,80,7.794577158650242,0.1667948563742167,7.016536146189528,7.0584107173516575,1.2995618537551494,5.264090437428665,0.2637104408959386,0.09052120795915547,0.019774511757562632,21.937666672415027,0.4790628401948582,0.36866899691301636,-0.3000312049689673,-0.30385000043707316,-0.19717238012708171,-0.09430383251254704,-0.565416962751357,-0.1558421458283196,-0.27581485160576513,-0.18444462987910484,-0.45319212351464033
114,CF631BA,2018,7608.0,7A4,312633.0,169034.0,W01001069,W02000248,C1,W99999999,W06000014,65,10.729284874301946,0.17864308442185683,6.7781466020939245,6.836442715647239,1.2871937589940459,4.989325520890721,0.2871643693525992,0.0009158515587793529,0.036074461554301954,24.30897017516719,1.581850648734119,0.4505891144570066,-0.37922390098397724,-0.37709213353364135,-0.2151430760734409,-0.22128087799104446,-0.5048750126124185,-0.1651444836379721,-0.04817612717716392,0.08020939559634481,0.9371520062299299
115,CF634AR,2018,12411.0,7A4,311943.0,167757.0,W01001910,W02000248,C1,W99999999,W06000014,90,9.221140165176173,0.1721949170297647,7.071370012434517,7.105148992809,0.7989712796912172,5.764943093245772,0.2966549896718599,0.008690902490169457,0.07516259612331219,23.367744340113955,1.0151285898841949,0.4060056857299807,-0.28181546603066204,-0.2884279082189829,-0.9245245854487728,0.13715508610427854,-0.4803767430275165,-0.1643373203928657,0.4977134739897657,-0.02483797849103907,0.9857057779645761
116,CF634HD,2018,0.0,7A4,311711.0,168052.0,W01001910,W02000248,C1,W99999999,W06000014,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6082840543625,0.0,87.6082840543625,-2.4499391239306343,-0.784571317585345,-2.6309153727774146,-2.632893165401615,-2.085420440027692,-2.52699669337128,-1.2461363737166191,8.929773123694574,-0.5519779495798715,7.14485473033312,1.264255193480488
117,CF634RU,2018,0.0,7A4,311635.0,167923.0,W01001910,W02000248,C1,W99999999,W06000014,90,2.510688474762085,0.1252378865424257,1.1904603456656042,1.2295588133355007,0.18984838092501824,0.3845178625595015,0.46726212476290246,0.0,0.08134500440801913,4.907113542887433,-1.5064868590795135,0.08133895568626613,-2.235445996677549,-2.22717923562403,-1.80957297965396,-2.3492995450718905,-0.039986183931401534,-0.16523956233555795,0.5840545703352915,-2.0851732530063765,-3.273498314948945
118,CF634YD,2018,7174.0,7A4,312181.0,168522.0,W01001065,W02000248,C1,W99999999,W06000014,-8,8.879622929233399,0.20739817182493087,7.216436330148273,7.271296988798358,1.353528915854107,4.823069769394241,0.5053465948296672,0.03335574246442974,0.035807787360709956,23.07361911239913,0.8867951813491366,0.6494053535246467,-0.23362462425399808,-0.23360453934356532,-0.11875887482724694,-0.2981126088569279,0.05832178575949999,-0.16177675166484903,-0.05190039467640812,-0.05766440725406678,1.147240634948461
119,CF641BX,2018,6264.0,7A4,318645.0,172066.0,W01001124,W02000241,C1,W99999999,W06000014,-29,7.993428977987266,0.3396157869413801,8.474043518549854,8.52352544663596,1.4924539472395373,7.263751335087373,0.28748408738167425,0.0,0.058676591088072966,25.90025958127319,0.5537862482198459,1.5635743354326974,0.1841508455352171,0.17958962680649318,0.08309755872931596,0.8297989821512682,-0.5040497200389144,-0.16523956233555795,0.26747637486102577,0.25780840244367964,1.89513730294559
120,CF643EP,2018,0.0,7A4,318397.0,171229.0,W01001116,W02000241,C1,W99999999,W06000014,11,6.2471637284352965,0.33686892207661034,10.630276341689209,10.667027487820839,0.9512342530310871,8.341831792464442,0.44907114615843635,0.0010322474090590033,0.14362251646232313,26.994229577395764,-0.10241539578408938,1.5445821712293577,0.90044858060694,0.8868747336134147,-0.7032882794022908,1.3280120473077979,-0.08694280877508843,-0.16513240005767693,1.4537979487759143,0.379903091245504,3.530764249001832
121,CF643WX,2018,7375.0,7A4,317612.0,171280.0,W01001130,W02000241,C1,W99999999,W06000014,75,8.281943210512502,0.31862500896918755,7.983532149740466,8.057922129522956,0.9887877769360784,4.982690654413124,0.5504272299548243,0.0,0.06880662745885406,23.180396010308673,0.6622024889657275,1.418441494310154,0.02120360777192864,0.025955860406209924,-0.6487234516866018,-0.2243470472570656,0.17468905314595212,-0.16523956233555795,0.40894850125501264,-0.04574736001538801,2.5249978357474983
122,CF643XE,2018,13507.0,7A4,317886.0,171296.0,W01001130,W02000241,C1,W99999999,W06000014,75,7.348004210427596,0.33444774024526247,9.249999339564328,9.26583292122136,0.9014164279984214,6.474480002304876,0.34047398218052083,0.005028997644487276,0.08098248828586493,24.669684282022526,0.3112521923757088,1.5278418198939614,0.44192235849231537,0.42452665572366205,-0.7756729921380361,0.46505320899955904,-0.36726617118877253,-0.16471747931717298,0.5789918119427171,0.12046760814241882,2.3106288294301036
123,CF644RE,2018,9550.0,7A4,316407.0,171017.0,W01001088,W02000242,C1,W99999999,W06000014,119,6.335705369254851,0.3912537287571779,9.25942203017267,9.338545352601177,1.2053068212557685,6.327485490865497,0.5773425180473964,0.0,0.05848372454865511,24.175639280781873,-0.06914372054259668,1.9206054666930745,0.4450525640381204,0.44851936429427575,-0.334123831678658,0.39712267041658833,0.24416585881996752,-0.16523956233555795,0.2647828761959672,0.06532873697193753,2.6436902831251303
124,CF645TG,2018,3544.0,7A4,315303.0,168243.0,W01001133,W02000244,C1,W99999999,W06000014,124,7.381854819966616,0.18780349318860098,8.811798231670497,8.823606923300037,0.9670055940805423,4.264828354661954,0.2657098293478002,0.0,0.07130351445745749,21.89080901454555,0.32397238229859676,0.5139253162844305,0.29635252126422107,0.2786066350458731,-0.6803727067016815,-0.5560925809712116,-0.5602559136680595,-0.16523956233555795,0.4438190486181796,-0.18967427162049968,0.8348279062434627
125,CF717DA,2018,17681.0,7A4,299128.0,174894.0,W01001082,W02000238,D1,W99999999,W06000014,113,6.5159505855605,0.5924241786224979,9.87430767678861,9.91625591263793,1.1210084698362062,7.27377206892668,0.5259343220542827,0.0010619956508645782,0.026119935416279005,25.946407533288962,-0.0014121961971642254,3.3115228961247944,0.6493167748749873,0.6391448301479089,-0.4566083429474836,0.8344298614952322,0.11146517098854353,-0.1651293117579855,-0.1871971462973588,0.2629588360571953,3.7083942430087387
126,CF728AJ,2018,12086.0,7A5,304182.0,182813.0,W01001243,W02000281,C1,W99999999,W06000016,117,7.225362943155602,0.11196823253110473,9.031634175310304,9.115910845529969,1.6889360374871818,6.419521820512923,0.27152202245692814,0.0,0.04968813076720624,24.833221901673713,0.2651667530489765,-0.010409077184523368,0.36938173537630536,0.3750573063688624,0.36858372057939504,0.43965539752951766,-0.5452528191518922,-0.16523956233555795,0.14194705314320627,0.1387195481859971,0.06126965388907171
127,CF729AA,2018,12389.0,7A5,303578.0,181532.0,W01001226,W02000282,C1,W99999999,W06000016,0,6.840640706792825,0.24811300071789189,10.557355655286779,10.668438033211473,1.6345373044056046,6.57946758120186,0.33925130392315556,0.07055409416309848,0.03100940675702137,26.381002024415906,0.12059801467953565,0.9309127279002724,0.876224423572781,0.887340167155395,0.2895430024284817,0.5135710938454531,-0.3704222874969704,-0.15791502232896948,-0.11891270168149577,0.31146261526247626,1.2916008982277674
128,CF818NY,2018,0.0,7A6,315024.0,199208.0,W01001337,W02000293,C1,W99999999,W06000018,-87,19.63271604938272,0.0,1.3518518518518519,1.3518518518518519,0.0,2.0,0.2222222222222222,0.0,0.0,23.20679012345679,4.927531481507296,-0.784571317585345,-2.1818319485560154,-2.186826558954328,-2.085420440027692,-1.6027371694231987,-0.6725110758309167,-0.16523956233555795,-0.5519779495798715,-0.04280159272520489,0.5664050172212768
129,CF818SA,2018,8899.0,7A6,314832.0,199531.0,W01001337,W02000293,C1,W99999999,W06000018,-87,8.644962002206356,0.13828348161485027,9.819671812107455,9.873179566450602,1.5280139569331448,7.258107796149478,0.6931117427944731,0.0,0.004076949208206508,28.1356585461489,0.7986156300821452,0.1715378172769812,0.6311668117982643,0.6249310540336049,0.13476583378677412,0.8271909348452074,0.5430025609618914,-0.16523956233555795,-0.4950408713134108,0.507294532713965,1.4778066287056535
130,CF818ST,2018,2741.0,7A6,314937.0,199748.0,W01001337,W02000293,C1,W99999999,W06000018,-87,6.721985346792111,0.07976413867532686,10.207547663758548,10.31106135008934,2.4525704295431936,5.469235680381466,0.46299187904350486,0.0,0.0,25.49760882452494,0.07601037696394576,-0.23307217443884015,0.7600186644577477,0.7694176270151404,1.4781354938225182,0.0004998897833376038,-0.05100902830915721,-0.16523956233555795,-0.5519779495798715,0.21286976700098653,-0.15587071068434055
131,CF827WX,2018,13709.0,7A6,314649.0,194378.0,W01001433,W02000302,C1,W99999999,W06000018,-43,8.077910304242538,0.07537004403360797,8.114565712720191,8.157703959856166,1.4531826107135337,5.771295099379044,0.5336591251857695,0.007112496602849249,0.018454754768828994,24.07623364001351,0.5855321614999536,-0.2634534895267722,0.06473278670544555,0.05888057947277212,0.02603676951743011,0.14009053718670528,0.13140531222687743,-0.16450118185555537,-0.2942460615921392,0.05423437349051037,0.05361732022513632
132,CF828FQ,2018,8301.0,7A6,313653.0,196830.0,W01001418,W02000297,C1,W99999999,W06000018,112,9.014516703771426,0.0653175248854245,9.881357773314509,9.950042733188784,2.1366575384219493,6.7264946474209735,0.3450647373260829,0.0,0.006035785357050016,28.23809388501464,0.9374847983133747,-0.3329578531262241,0.6516588077572181,0.6502933686250488,1.0191177856360227,0.5815166769610335,-0.3554159913932524,-0.16523956233555795,-0.4676845317020723,0.5187270316540186,0.26648022838131674
133,CF831RB,2018,3980.0,7A6,316504.0,187258.0,W01001421,W02000311,C1,W99999999,W06000018,1,10.868688984002526,0.09376564360488762,8.18690236101584,8.23145785405071,2.071524072848357,6.56098254899641,0.9785772666182204,0.03044763769276454,0.004664934214752502,28.835444007813877,1.6342351338459287,-0.1362640335919199,0.08876292704131776,0.08321693648597978,0.9244796276687365,0.5050286103122661,1.2798786685896195,-0.16207865519002468,-0.48682930265569335,0.5853954755852109,2.2121587474838904
134,CF831XP,2018,12507.0,7A6,315845.0,187283.0,W01001373,W02000311,C1,W99999999,W06000018,-75,7.358465098107039,0.13536219632552246,8.495476109492026,8.574965453836164,1.748299548767023,6.399209601941993,0.5714095714623744,0.0,0.00899356396730421,24.787711470440115,0.3151831253738614,0.15133968863537992,0.19127072432745484,0.19656313571280323,0.4548382029490873,0.4302685167961692,0.22885106168518787,-0.16523956233555795,-0.4263773523317925,0.13364026634243872,0.300320096739882
135,CF832AX,2018,8871.0,7A6,313767.0,186479.0,W01001398,W02000313,C1,W99999999,W06000018,25,7.789392849103276,0.17900472568123738,9.97495395259048,10.023757656924362,1.6768877329071787,5.748684175959159,0.2804777792180512,0.0,0.027642921193350576,25.698204919793262,0.4771147097784641,0.4530895469569627,0.682751336591435,0.6746168666697541,0.35107767599787354,0.12964135652866066,-0.5221352002723821,-0.16523956233555795,-0.16592772252988028,0.23525769163644694,0.7515186382673605
136,CF833GH,2018,9721.0,7A6,315697.0,187984.0,W01001372,W02000311,C1,W99999999,W06000018,101,8.662583126290972,0.13807848352988977,8.280527226399613,8.322787704384215,1.724602995131233,5.438505675716355,0.5077980570070778,0.0,0.014395304233650433,24.794356042059743,0.8052371960764804,0.17012043510399025,0.11986498536317915,0.11335278040245482,0.42040738974860864,-0.013701359958011356,0.06464977900747723,-0.16523956233555795,-0.35093876023430964,0.13438184692234065,0.637181868020535
137,CF833JZ,2018,3024.0,7A6,314819.0,190143.0,W01001367,W02000308,D1,W99999999,W06000018,-107,9.071408920841334,0.035365857066064876,10.223985439088144,10.243606073898388,1.7156604725151074,7.245181902727217,0.2684488809774577,0.2108519659392024,0.04284274451860747,28.790524073964768,0.9588634327343946,-0.5400473975319123,0.765479272009888,0.7471596065846888,0.4074140097630972,0.8212174947946763,-0.5531855617866197,-0.14335006494623034,0.04634706582521881,0.580382097372148,0.5157870808795397
138,CF834AZ,2018,8031.0,7A6,312151.0,189346.0,W01001331,W02000307,D1,W99999999,W06000018,9,8.332786157896166,0.09567184463828965,9.457544208322247,9.5368280435981,1.8156660276354661,7.527378723395007,0.5922765307430113,0.0,0.015254903923812275,27.900607327906034,0.6813079631585661,-0.12308432333559408,0.510868493539369,0.513946124607599,0.552720902920704,0.951629044359713,0.2827152324851468,-0.16523956233555795,-0.33893392712575576,0.48106117581608815,0.8507115074544039
139,CF838GL,2018,10417.0,7A6,317642.0,188981.0,W01001341,W02000309,C1,W99999999,W06000018,4,7.873945724949672,0.1649868887200009,9.468978319105332,9.532374971642096,1.792176183024716,6.132683261892608,0.5317126703248456,0.0,0.00879569008075035,26.027879700553942,0.5088875095578222,0.3561684844183576,0.5146668902470857,0.5124767574628493,0.5185904354978178,0.30709876270933467,0.1263809013544939,-0.16523956233555795,-0.4291407816487259,0.27205169869829593,0.9095333088092392
140,CH40NR,2018,15535.0,7A1,333685.0,363587.0,W01000255,W02000072,D1,W99999999,W06000005,49,7.099611889497958,0.1023351268749965,9.51872377042597,9.589061285157904,1.2012818652549826,6.029027415983948,0.3607344402044368,0.0,0.008135049778063608,24.38205202297423,0.21791273584480655,-0.07701356390515511,0.5311922643758471,0.531181374738304,-0.3399720453190541,0.25919631131234766,-0.31496757047705953,-0.16523956233555795,-0.43836702575898806,0.08836584001135502,-0.24649361189365018
141,CH51PU,2018,0.0,7A1,330935.0,368797.0,W01000334,W02000066,C1,W99999999,W06000005,-66,0.5559393280718249,0.0,0.0,0.0,0.0,0.0,0.22028903008364525,0.49707732215188816,0.0,1.2733056803073586,-2.2410313986347368,-0.784571317585345,-2.6309153727774146,-2.632893165401615,-2.085420440027692,-2.52699669337128,-0.6775012514545435,-0.11363571459778013,-0.5519779495798715,-2.4907315788469924,-7.001610797253893
142,CH51QA,2018,5385.0,7A1,330793.0,368751.0,W01000334,W02000066,C1,W99999999,W06000005,-66,6.404636362292746,0.045557519810042704,9.183444423097987,9.317933354022848,1.268652897173588,7.264101100159198,0.4788379673188723,0.0,0.03531659912431385,24.77971920077729,-0.0432412232181519,-0.46958097786153286,0.4198129019386774,0.44171808333635404,-0.24208272981920337,0.8299606190006578,-0.010105301326393713,-0.16523956233555795,-0.058760137496592244,0.13274827325235258,-0.3052091189018747
143,CH51QT,2018,8363.0,7A1,330855.0,368520.0,W01000334,W02000066,C1,W99999999,W06000005,-66,7.11958849124233,0.08078441565885902,9.182396060974519,9.287580692217041,0.6143381643316965,5.827401528296866,0.4287499556104398,0.0,0.0,23.35844324735723,0.2254194298648769,-0.22601785289115273,0.41946463740689005,0.4317027041882532,-1.1927943264107959,0.16601898782771177,-0.13939817919177824,-0.16523956233555795,-0.5519779495798715,-0.0258760453755737,-0.4255114099452303
144,CH51SY,2018,7970.0,7A1,331695.0,368236.0,W01000328,W02000068,C1,W99999999,W06000005,104,7.693236138591315,0.09393829170303229,8.230013528554405,8.297831881952881,0.778887032758574,6.048239581130257,0.7296593258683112,0.0,0.04378493495516,23.641792252004375,0.44098148686966027,-0.13507032323819534,0.10308440073969699,0.10511818057718775,-0.9537067595758025,0.26807482461841764,0.6373433429866892,-0.16523956233555795,0.05950532899904458,0.00574768166202206,0.9426384538588285
145,CH51XS,2018,0.0,7A1,330760.0,367615.0,W01000335,W02000066,C1,W99999999,W06000005,29,1.1324266366887505,0.13086494962827586,0.22146199067522795,0.22146199067522795,0.0,0.07013358637590421,0.0148544266191325,0.0,0.0,1.5697415899872913,-2.0244022698360693,0.12024516744778826,-2.557345987958302,-2.55981799928616,-2.085420440027692,-2.4945858757929975,-1.2077924366921737,-0.16523956233555795,-0.5519779495798715,-2.4576472618453025,-6.388985050282044
146,CH53PA,2018,10351.0,7A1,331759.0,365712.0,W01000311,W02000068,C1,W99999999,W06000005,-96,6.213798546544267,0.10805497719995134,9.06714509517361,9.152162756572602,1.0864422835348881,7.293870964698998,0.8347841387684994,0.0,0.017296696592330425,24.689113667319205,-0.11495317446061118,-0.03746580966964653,0.3811784166972796,0.3870192435544088,-0.5068326043268302,0.8437181594144348,0.9087034775044106,-0.16523956233555795,-0.3104190492025048,0.12263606318215185,0.6676451253904989
147,CH54PJ,2018,14624.0,7A1,329916.0,369051.0,W01000283,W02000065,C1,W99999999,W06000005,-86,6.11639198771778,0.060318195123917374,9.740209546541742,9.783575430931641,1.366129964275515,6.89416948581346,0.44144908775013586,0.0012730143932802055,0.013669748638336516,24.663307166005733,-0.15155605827514418,-0.36752383886325624,0.6047695506873247,0.5953646391932265,-0.10044969995751422,0.6590042101163892,-0.10661773363742459,-0.16510740494677495,-0.36107158593493444,0.11975587747495703,-0.5565119824643079
148,CH65ER,2018,10339.0,7A1,324300.0,373168.0,W01000290,W02000061,C1,W99999999,W06000005,87,6.771135893680884,0.13030564071496026,9.336612660385235,9.430325481421356,1.2890813741715057,6.332600847839384,0.4578445130742446,0.0,0.026783210184264668,24.411293750902335,0.09447989050456082,0.11637803628370325,0.47069519084384615,0.4788037852876191,-0.2124003934636226,0.39948662911734295,-0.06429599532765355,-0.16523956233555795,-0.17793411027499412,0.09162942099078225,0.28219204413767757
149,CH65UZ,2018,5454.0,7A1,324217.0,372762.0,W01000288,W02000061,C1,W99999999,W06000005,55,7.058182377442189,0.26853382832320893,9.382987477310744,9.424007458730538,0.8682161527794837,5.744260839231384,0.6190773226611902,0.0,0.04956872121504419,23.982277979167993,0.2023445889505981,1.0721048615295983,0.48610084461723774,0.4767190457969051,-0.8239126008101268,0.12759720097952273,0.35189648759951814,-0.16523956233555795,0.14027942603528734,0.043748265815928646,2.078104847576349
150,CH71JY,2018,2033.0,7A1,324101.0,363299.0,W01000313,W02000073,C1,W99999999,W06000005,43,7.253525451084455,0.01499981250234372,8.98721135091835,9.063246338523934,1.1779813013414904,5.39936958183662,0.8259473733052096,0.0,0.08776040541372282,23.735069858594052,0.27574950043338936,-0.680860754420201,0.35462453097983554,0.35767975283870235,-0.3738274901192455,-0.03178731370724708,0.885893012508895,-0.16523956233555795,0.6736495519056331,0.016158113748012775,1.346871500930861
151,CH71SS,2018,10619.0,7A1,323412.0,364073.0,W01000318,W02000073,C1,W99999999,W06000005,-25,6.433860022307103,0.17576825919214847,9.908209262411994,9.9662208063036,1.189209001825719,7.219093256008356,0.4881747518740079,0.0,0.026409671008341906,25.472326097510933,-0.03225972212594776,0.43071221642725904,0.6605788374578273,0.6556316001504162,-0.3575137736191577,0.8091611546962642,0.013995869871410537,-0.16523956233555795,-0.18315081232570707,0.21004803816219067,0.719689589661873
152,CH73PG,2018,25226.0,7A1,327589.0,364722.0,W01000264,W02000069,C1,W99999999,W06000005,30,7.26487433631692,0.13501458277627187,8.344188960869978,8.369662909213668,1.2692402115235473,5.914526819749941,0.683748849534301,0.00026807998434412895,0.23095362145085754,23.637335789098994,0.2800141201119097,0.14893624546227494,0.1410133306265018,0.12882005480545428,-0.2412293689894299,0.20628217802884039,0.5188339950024194,-0.1652117317384312,2.6734300084100524,0.005250309290277054,3.5848226920536796
153,CH74RQ,2018,2402.0,7A1,327210.0,359714.0,W01000309,W02000076,D1,W99999999,W06000005,40,6.23739972354625,0.09703399531828144,11.597981041607227,11.6768946233593,1.9735282682058484,7.342441117189825,0.8670169337350797,0.0,0.008821230289738519,28.19431466135458,-0.10608445812264213,-0.1136662446685668,1.2219188213578105,1.220097642244419,0.7820928782732135,0.8661638724240635,0.9919064372691808,-0.16523956233555795,-0.42878409707802434,0.5138409646615911,1.3982297173088085
154,CH87GA,2018,7805.0,7A1,318895.0,375519.0,W01000304,W02000060,C1,W99999999,W06000005,-101,6.3093216719588225,0.1834554562457194,9.639857882524106,9.677019053767994,1.2425286413024283,5.7941478007672815,0.5719905283762886,0.010306216916108234,0.09998137638290172,23.78876936933464,-0.07905803656360078,0.48386244983602383,0.5714328586218292,0.5602045426992253,-0.2800409657604365,0.15065145063971536,0.23035069380780054,-0.16416962728764833,0.8443228531976017,0.022151354034237094,1.8755128756894024
