,pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,depression_perc,alzheimers_perc,blood pressure_perc,hypertension_perc,diabeties_perc,cardiovascular disease_perc,insomnia_perc,addiction_perc,social anxiety_perc,loneliness_perc,depression_zscore,alzheimers_zscore,blood pressure_zscore,hypertension_zscore,diabeties_zscore,cardiovascular disease_zscore,insomnia_zscore,addiction_zscore,social anxiety_zscore,loneliness_zscore,loneills
1319,CV115TW,2015,15233.0,Q53,05H,436233.0,291368.0,E01031119,E02006483,C1,E12000005,E07000219,99.0,5.981924304143713,0.19153289558854483,10.130421218367507,10.190820071926334,1.9859505217904143,6.883409138621444,0.31922453003289686,0.0,0.01410200057120524,25.552861462103348,,,,,,,,,,,0.0
1320,CV116AB,2015,10279.75,Q53,05H,436862.0,292258.0,E01031102,E02006477,C1,E12000005,E07000219,84.0,4.374730984269367,0.19793312363551463,10.701416617294255,10.79299422033756,1.6596848978453416,6.577150207280283,0.5193729515112819,0.0,0.020234983128475773,24.121866384879343,,,,,,,,,,,0.0
1321,CV120AJ,2015,3265.75,Q53,05H,434641.0,286955.0,E01031106,E02006486,C1,E12000005,E07000219,-77.0,4.506154371689887,0.2968299892314251,8.506161023894391,8.633352927955157,2.4213845301232158,7.3817681852635095,0.9968589032753709,0.0,0.03701207458220312,24.236348907538567,,,,,,,,,,,0.0
1322,CV128AB,2015,2048.8333333333335,Q53,05H,435874.0,287373.0,E01031064,E02006487,C1,E12000005,E07000219,42.0,3.9247627683899204,0.21574695148708303,11.221884460988505,11.296983353788654,2.8248372727232494,9.163057279754598,0.9463678133482243,0.0,0.03985511806960013,28.371755439491725,,,,,,,,,,,0.0
1323,CV128LH,2015,2929.0,Q53,05H,435752.0,286722.0,E01031064,E02006487,C1,E12000005,E07000219,42.0,4.868334369482523,0.10667076491409759,10.45150483021671,10.4923893134323,1.990154782760509,7.557701683074093,1.5187373136536133,0.0,0.0748576329508903,26.533988227317135,,,,,,,,,,,0.0
1324,CV128NQ,2015,19711.75,Q53,05H,435913.0,286875.0,E01031064,E02006487,C1,E12000005,E07000219,42.0,4.47429725813631,0.17796000306197637,10.218317953882785,10.247849882749428,2.29249027540036,7.217469480928838,0.5445535462366072,0.00021686140821124036,0.05538782980165541,24.954837307921725,,,,,,,,,,,0.0
1325,CV129JB,2015,5404.5,Q53,05H,439278.0,286659.0,E01031067,E02006488,C1,E12000005,E07000219,67.0,4.529852389606995,0.3092475043000623,9.954366509123874,10.001929275329601,1.9426544003617956,5.894210992588402,0.5474691221377149,0.0,0.024011605976694366,23.225363684324567,,,,,,,,,,,0.0
1326,CV129JE,2015,3439.0,Q53,05H,439535.0,286690.0,E01031067,E02006488,C1,E12000005,E07000219,67.0,3.8701566860534355,0.22731819797004407,11.702055569301473,11.776037544399296,2.5551335011462584,9.515459266091167,0.7935351160182044,0.0,0.07102368915014286,28.737640311678405,,,,,,,,,,,0.0
1327,CV12DL,2015,5654.0,Q53,05A,434721.0,278767.0,E01009633,E02001985,C1,E12000005,E08000026,-101.0,3.489816001860083,0.011447021238714312,12.99450506275629,13.152643635508582,3.3151357039623766,7.856759591059824,0.32453965219574704,0.0,0.03507630243812916,28.150341605825332,,,,,,,,,,,0.0
1328,CV12LE,2015,6421.0,Q53,05A,433439.0,278397.0,E01009548,E02001988,C1,E12000005,E08000026,-52.0,3.7133743155765107,0.020838047860404177,12.492337633344517,12.546123395773556,1.9953067045703616,8.359529518224415,0.40374131557421594,0.0,0.015900978231902296,27.038913297579466,,,,,,,,,,,0.0
1329,CV13GB,2015,9305.0,Q53,05A,432829.0,278488.0,E01009553,E02001988,C1,E12000005,E08000026,-64.0,6.035570033445777,0.0070203687332627785,10.428729226417422,10.570236084169453,1.7588055371832778,5.781719771578866,0.5460268456605427,0.0,0.08884377732327646,24.699378640771176,,,,,,,,,,,0.0
1330,CV13HQ,2015,15037.75,Q53,05A,432230.0,278974.0,E01009689,E02001987,C1,E12000005,E08000026,47.0,5.6414822399380045,0.0011567613218251098,9.445636884666774,9.590123567395105,1.8606536813408228,6.33288429098203,0.5730822708168435,0.015695772283222484,0.09146229800184504,24.015078584077855,,,,,,,,,,,0.0
1331,CV14DH,2015,4035.75,Q53,05A,432582.0,279426.0,E01009650,E02001977,C1,E12000005,E08000026,26.0,5.059601357151377,0.044886093135532316,10.654917684878273,10.823631054513989,2.2161413650679798,6.603017161708998,0.9330291776082684,0.0,0.0927914621859096,25.680306209186146,,,,,,,,,,,0.0
1332,CV14FS,2015,19018.833333333332,Q53,05A,433561.0,279601.0,E01009574,E02001972,C1,E12000005,E08000026,96.0,4.684967316256809,0.008488842151257175,8.935645110446382,9.086723940106838,2.5632466963657796,5.635770724608039,0.6682916393351012,0.0,0.031312762162904094,22.64748915882382,,,,,,,,,,,0.0
1333,CV14JH,2015,2528.0,Q53,05A,433657.0,280285.0,E01009573,E02001972,C1,E12000005,E08000026,107.0,4.938737622162186,0.002158335491668825,9.341380824562231,9.373393178246046,4.075234641115131,6.198913975291752,0.05613795760317907,0.0,0.0,24.64457570990996,,,,,,,,,,,0.0
1334,CV15FX,2015,1997.5,Q53,05A,433655.0,279485.0,E01009638,E02001981,C1,E12000005,E08000026,30.0,9.45270063324674,0.03556575538785113,7.602108442378564,7.659041597832584,2.671266177472567,5.557191240381833,1.561085320244269,0.0,0.08569202160678147,26.936850724565844,,,,,,,,,,,0.0
1335,CV212DN,2015,18373.25,Q53,05A,450092.0,275216.0,E01031173,E02006494,C1,E12000005,E07000220,-42.0,4.849235138774207,0.21025105880579387,9.045520258715609,9.112769720331753,1.79545281061828,6.5258988134580775,0.6387574360311278,0.0,0.043823465414288304,23.13236497801924,,,,,,,,,,,0.0
1336,CV212SN,2015,4014.3,Q53,05A,450599.0,275517.0,E01031173,E02006494,C1,E12000005,E07000220,-42.0,4.097034093198066,0.198397606334446,11.975798229619425,12.051579176384317,2.5383703154680908,8.257757865107306,0.48704412641577016,0.0,0.08753196979074462,27.630183182907995,,,,,,,,,,,0.0
1337,CV213AQ,2015,13802.75,Q53,05A,451057.0,274994.0,E01031144,E02006500,C1,E12000005,E07000220,-44.0,4.3884685485945605,0.2825183057605733,9.31478542143715,9.424881578001438,1.4808752928113105,5.7008216679255375,0.7450281251078078,0.01807307657804236,0.017338102758720435,22.040666594779267,,,,,,,,,,,0.0
1338,CV213HX,2015,10807.5,Q53,05A,450851.0,275727.0,E01031174,E02006494,C1,E12000005,E07000220,114.0,5.709150074902521,0.26241229430663054,9.406481293126008,9.486687419823083,1.9366202233879442,6.166030962650409,0.8601849415420917,0.028853848599361877,0.05585549739785626,24.449939765212036,,,,,,,,,,,0.0
1339,CV213QF,2015,13296.25,Q53,05A,451015.0,275134.0,E01031132,E02006496,C1,E12000005,E07000220,38.0,4.3749566156052495,0.2531470726370378,9.257841161521858,9.31711240847831,1.562229243741437,5.6670565767903405,0.6456022646985601,0.0005339826562433252,0.03668010237782972,21.82063816460718,,,,,,,,,,,0.0
1340,CV213SP,2015,20252.25,Q53,05A,450105.0,275109.0,E01031145,E02006500,C1,E12000005,E07000220,-13.0,5.579263882925768,0.21036585122715215,8.19103326945473,8.230463408082304,1.2765770548238675,5.362829268764372,1.127914551937388,0.02651921868189532,0.07724989054433354,21.81393323644275,,,,,,,,,,,0.0
1341,CV213SU,2015,4030.0,Q53,05A,451096.0,274995.0,E01031144,E02006500,C1,E12000005,E07000220,-44.0,6.125703195482054,0.20070794830573943,7.8582431669474095,7.923568239805048,2.260548362043549,4.952853250448139,0.7490434486472654,0.0,0.1457202947022895,22.212424444731795,,,,,,,,,,,0.0
1342,CV21AB,2015,3950.0,Q53,05A,437203.0,281294.0,E01009709,E02001964,C1,E12000005,E08000026,49.0,7.2098441059750185,0.054548186647713964,9.138757284874051,9.282771682959996,2.695258926718962,6.921935723984402,0.6256379292015385,0.0,0.07057859983971156,26.789996555487633,,,,,,,,,,,0.0
1343,CV21LP,2015,3408.25,Q53,05A,435925.0,282044.0,E01009607,E02001961,C1,E12000005,E08000026,84.0,6.7290183648865245,0.022089869058782782,9.516729138509382,9.552004223877935,2.607613465561866,6.049111596123883,0.7006011518903823,0.0,0.009858515902136322,25.660438671399376,,,,,,,,,,,0.0
1344,CV21XA,2015,7867.0,Q53,05A,436523.0,282098.0,E01009577,E02001964,C1,E12000005,E08000026,75.0,5.828028250949519,0.0007026419336706014,10.347703503468393,10.552221386304012,2.6324410142969805,6.769758718098648,0.3467505813402259,0.0,0.0028599295113252133,26.12990259292305,,,,,,,,,,,0.0
1345,CV226AP,2015,7642.0,Q53,05A,448459.0,271325.0,E01031148,E02006503,D1,E12000005,E07000220,-42.0,4.068642535869843,0.31356635672666,8.546570125945427,8.672864333044625,1.5106440148098852,5.687658994411994,0.4723633830441401,0.0,0.0242894082774472,20.725739617907152,,,,,,,,,,,0.0
1346,CV22RH,2015,5144.75,Q53,05A,437866.0,282322.0,E01009578,E02001965,C1,E12000005,E08000026,-84.0,5.495693920759352,0.005665887604296237,8.825768220872638,8.872808220503357,1.6144799274560946,6.579771253814524,0.5661133874064876,0.0,0.029242591667785867,23.134532597544112,,,,,,,,,,,0.0
1347,CV22SW,2015,5195.25,Q53,05A,437927.0,280653.0,E01009580,E02001976,C1,E12000005,E08000026,-5.0,4.670289842570269,0.08758523516300314,10.603236495344406,10.717434365994592,2.1211516377063897,5.769211327185477,0.3302313462915703,0.0,0.04875505556476973,23.69590375491131,,,,,,,,,,,0.0
1348,CV230LU,2015,6027.0,Q53,05A,443533.0,279556.0,E01031160,E02006492,E1,E12000005,E07000220,47.0,4.282442035872596,0.3526189469464802,10.294133492096856,10.370400613271073,1.776846578936804,6.345771693483004,0.5256030452601111,0.0,0.04950638491954434,23.65368291377007,,,,,,,,,,,0.0
1349,CV239NH,2015,3591.75,Q53,05A,441028.0,272660.0,E01031150,E02006503,E1,E12000005,E07000220,-57.0,5.4933887448477385,0.18871791993929787,11.492447615803862,11.517540704499332,1.3429295203466882,7.286924634184223,0.2470372921420194,0.0,0.10775256838245027,26.0765388159593,,,,,,,,,,,0.0
1350,CV23DR,2015,5790.75,Q53,05A,436046.0,279901.0,E01009658,E02001978,C1,E12000005,E08000026,118.0,4.4978858215544175,0.03264943843398546,13.071524565405193,13.246622544110716,2.0094915727608904,5.78098611605742,0.46115166198935525,0.0,0.022370119716335207,26.02878715490679,,,,,,,,,,,0.0
1351,CV23LB,2015,2090.25,Q53,05A,436139.0,280968.0,E01009663,E02001970,C1,E12000005,E08000026,10.0,3.056737324857849,0.015933218089069185,9.559387582549931,9.670052399513844,2.8549917039095045,6.114122978218244,1.2150697508730683,0.0,0.03346004896002431,22.92690737546158,,,,,,,,,,,0.0
1352,CV23NF,2015,2352.75,Q53,05A,436148.0,280303.0,E01009654,E02001978,C1,E12000005,E08000026,116.0,5.139263956164696,0.0,9.365064092691206,9.566261216884827,2.1985496439984105,7.38625604582595,0.38919401621420663,0.0,0.017421822623722272,24.67952487908809,,,,,,,,,,,0.0
1353,CV24HF,2015,2752.75,Q53,05A,434892.0,279198.0,E01009635,E02001985,C1,E12000005,E08000026,30.0,3.1631681708000117,0.0,12.620947144110069,12.682236149105284,2.633733011794077,8.766580271084196,0.25474223815811475,0.0,0.05236442130861513,27.500459840941684,,,,,,,,,,,0.0
1354,CV24LJ,2015,6450.25,Q53,05A,435274.0,279545.0,E01009659,E02001973,C1,E12000005,E08000026,-31.0,5.111371733479339,0.033093472953910456,9.120366360336023,9.22393751026387,2.2985371671566748,6.617456001709024,0.587608144913516,0.019869680702394876,0.2083346378176184,23.89187371117873,,,,,,,,,,,0.0
1355,CV25EP,2015,15303.25,Q53,05A,436938.0,280007.0,E01009714,E02001975,C1,E12000005,E08000026,-37.0,5.249955440755793,0.018137474056175412,10.311147335437397,10.372510330963832,2.2365361895293865,6.321390572795841,0.28915875402327046,0.0,0.05314901638005768,24.487688762124304,,,,,,,,,,,0.0
1356,CV25NB,2015,4546.75,Q53,05A,436463.0,278815.0,E01009618,E02001984,C1,E12000005,E08000026,119.0,4.511668961626058,0.05114539364510859,10.468164017248819,10.573670552262458,2.179078197780164,7.288260054990289,0.4043340942075293,0.0,0.18463460300717802,25.008157254511605,,,,,,,,,,,0.0
1357,CV311NE,2015,3730.0,Q53,05R,432478.0,265261.0,E01031335,E02006528,C1,E12000005,E07000222,84.0,3.214340306535613,0.10161327127507691,8.17721660945503,8.275000050389552,3.4435190554764055,7.353879169296114,0.42710863826311846,0.0,0.08348728259213502,22.81546049123588,,,,,,,,,,,0.0
1358,CV311SA,2015,10654.5,Q53,05R,433431.0,264584.0,E01031334,E02006528,C1,E12000005,E07000222,90.0,5.525494727769771,0.15042749540532646,10.278315028308574,10.37483034460841,1.8794317435589554,6.465593371997908,0.6980444511086352,0.29054820711866186,0.02591696397051207,25.384370341567664,,,,,,,,,,,0.0
1359,CV312BB,2015,11912.25,Q53,05R,432128.0,265073.0,E01031266,E02006531,C1,E12000005,E07000222,-8.0,5.578140771215877,0.252652161121973,9.315111611298514,9.466806182114903,1.6157754422792703,6.035465835994548,0.7504177470299039,0.0,0.029921500686529576,23.699258139756477,,,,,,,,,,,0.0
1360,CV312ES,2015,4388.25,Q53,05R,432095.0,264850.0,E01031266,E02006531,C1,E12000005,E07000222,-8.0,3.7905065097737194,0.14505356979748793,8.150883797942475,8.267833643804076,3.093339740568291,6.156476635342371,0.42768726526107126,0.5182676991853671,0.01677615916394728,22.399165063732383,,,,,,,,,,,0.0
1361,CV312LT,2015,5595.75,Q53,05R,432453.0,262801.0,E01031331,E02006533,C1,E12000005,E07000222,-38.0,5.653370848841853,0.20886038478887123,7.685121821298053,7.802956023002612,1.7862568223243036,5.329308014534132,0.6355989741010005,0.0,0.03520650945924882,21.41635106759277,,,,,,,,,,,0.0
1362,CV31BN,2015,2091.75,Q53,05A,435505.0,278364.0,E01009621,E02001984,C1,E12000005,E08000026,-126.0,4.779984507404383,0.2054318248688766,8.923957154775213,9.015086558144292,2.723626066676258,5.966235692527999,0.4833033097235535,0.0,0.022594860896374747,23.173667959345362,,,,,,,,,,,0.0
1363,CV31EG,2015,4710.75,Q53,05A,435766.0,277832.0,E01009612,E02001992,C1,E12000005,E08000026,58.0,6.016792325338453,0.0028694126631517245,8.732373881015151,8.830974664433729,2.5250323449149525,6.037062086750486,0.563989268308792,0.0,0.02028837457163902,23.976720102409562,,,,,,,,,,,0.0
1364,CV31JB,2015,9774.0,Q53,05A,435161.0,278788.0,E01009619,E02001995,C1,E12000005,E08000026,-113.0,4.865526214609324,0.06830962024088384,8.853624565196677,8.934897350244407,2.338709857530793,7.628518816295199,0.4310678981251785,0.0,0.02884662430962324,24.267029757045787,,,,,,,,,,,0.0
1365,CV324RA,2015,9689.5,Q53,05R,431974.0,266187.0,E01033253,E02006525,C1,E12000005,E07000222,70.0,5.737478004497228,0.2552736772465021,11.43274265538651,11.547018911925202,2.0831500738397297,7.2485441418226735,0.48597634668808604,0.02518746644988981,0.039885285645819175,27.382628622469312,,,,,,,,,,,0.0
1366,CV325SS,2015,13046.5,Q53,05R,432034.0,266314.0,E01031272,E02006525,C1,E12000005,E07000222,-64.0,5.206671951870341,0.4318793353517157,7.554264666890745,7.647987301501225,1.151921356328542,4.716580568979372,0.883522221132186,0.025311550472617305,0.11856624100076307,20.063874285636,,,,,,,,,,,0.0
1367,CV327AT,2015,7045.75,Q53,05R,432925.0,267638.0,E01031289,E02006525,C1,E12000005,E07000222,-86.0,4.535502946425871,0.1907674338070068,9.945590109122515,10.145519482628908,1.5101505643478503,5.5515756611562646,0.7067631634073179,0.019499449894511137,0.1216283721808738,22.65977870166773,,,,,,,,,,,0.0
1368,CV32FD,2015,3543.5,Q53,05A,437759.0,278118.0,E01009532,E02001990,C1,E12000005,E08000026,-43.0,3.172204459970226,0.002899736992644021,10.505016959698272,10.627628789516214,1.9600481816720492,6.306049681210997,1.2363297597761098,0.0,0.051035227738518464,23.305160609138238,,,,,,,,,,,0.0
1369,CV32JF,2015,11905.25,Q53,05A,437988.0,278127.0,E01009532,E02001990,C1,E12000005,E08000026,-43.0,5.031263782108506,0.06602416841624904,9.792170203310505,9.869500101267219,1.8153968973267747,6.506420943330916,1.0427233522169266,0.0089637837885541,0.06682967399949159,24.340293028455147,,,,,,,,,,,0.0
1370,CV339HR,2015,5801.25,Q53,05R,437108.0,259979.0,E01031201,E02006508,D1,E12000005,E07000221,-18.0,3.604637813529926,0.23995272065566975,11.815258759986472,11.877962505007583,2.164446951492808,6.6851524161517935,0.42866727083107903,0.0,0.037664551085783926,25.000819677668858,,,,,,,,,,,0.0
1371,CV33DG,2015,7863.5,Q53,05A,436849.0,276767.0,E01032527,E02001992,C1,E12000005,E08000026,57.0,4.12273338677803,0.07592277738069579,10.55200054395589,10.689455571231386,2.2224064520699467,7.006984300338256,0.5396637569208843,0.0,0.03177491943033497,24.657166244719196,,,,,,,,,,,0.0
1372,CV33DP,2015,3772.0,Q53,05A,436634.0,276909.0,E01009540,E02001996,C1,E12000005,E08000026,51.0,5.62115845292145,0.017532438973257906,8.828243879459647,8.914423863074065,2.0007180227459016,5.88404759215333,0.99856107405254,0.0,0.024963783158148567,23.436441443920547,,,,,,,,,,,0.0
1373,CV344JP,2015,4634.25,Q53,05R,428022.0,265308.0,E01031324,E02006529,C1,E12000005,E07000222,102.0,4.365676968777572,0.24712794876127764,10.849417671607997,10.956534347394404,1.4550008283763436,6.634456858695991,0.6391971515904086,0.0,0.049607576888839794,24.297994103596,,,,,,,,,,,0.0
1374,CV344UN,2015,13772.75,Q53,05R,428158.0,265292.0,E01031323,E02006529,C1,E12000005,E07000222,-121.0,5.42821751126424,0.2798351432424322,10.261734883890439,10.407225298243103,2.009165178071127,7.749641357314181,0.6590098147552511,0.0,0.37077696231069757,26.533094302890337,,,,,,,,,,,0.0
1375,CV345GJ,2015,9034.25,Q53,05R,430029.0,265752.0,E01031309,E02006526,C1,E12000005,E07000222,95.0,5.309193906374518,0.23575572481837304,9.715661688293137,9.809820854286974,1.9258308310595178,5.779699503942303,0.6068467320949948,0.0,0.07561153316343865,23.667147552576683,,,,,,,,,,,0.0
1376,CV346DZ,2015,6788.75,Q53,05R,431577.0,263490.0,E01031315,E02006530,C1,E12000005,E07000222,118.0,5.680570460495377,0.11371700726115835,8.082305544018215,8.159592285393215,1.8651843081380646,5.71566142835302,0.5941315869298515,0.0,0.05494594481635077,22.128857076570686,,,,,,,,,,,0.0
1377,CV346JY,2015,6599.0,Q53,05R,426806.0,263481.0,E01033254,E02006529,C1,E12000005,E07000222,47.0,5.429423248205616,0.31737994092480654,8.64668066947151,8.882458152215532,1.2208989347207613,5.304475286815372,0.7668842123518912,0.0,0.022324572887644015,21.92151977523398,,,,,,,,,,,0.0
1378,CV350LP,2015,4679.75,Q53,05R,433594.0,251190.0,E01031205,E02006516,D1,E12000005,E07000221,118.0,5.160692130443796,0.15372839655362808,10.688155729740053,10.715793734175866,1.92341618952127,7.151792143790163,0.4619771718364329,0.0011236965120460264,0.04223258747247621,25.5685234628332,,,,,,,,,,,0.0
1379,CV358SA,2015,4208.5,Q53,05R,425812.0,265029.0,E01031268,E02006532,D1,E12000005,E07000222,-116.0,4.688930509749528,0.1972538289683552,14.119682536204545,14.505413479186501,1.5712852499011687,7.748063910575497,0.5951473601941131,0.0,0.007257199421560716,29.306094338575164,,,,,,,,,,,0.0
1380,CV359NF,2015,10753.5,Q53,05R,428117.0,255303.0,E01031250,E02006511,D1,E12000005,E07000221,-117.0,4.6409492477989405,0.2799417256911954,10.955056298257574,11.045462311849391,1.545023585400066,7.009746507315214,0.6454845787646928,0.0,0.04635925349398043,25.166607956819504,,,,,,,,,,,0.0
1381,CV35PZ,2015,10259.5,Q53,05A,433856.0,277149.0,E01009552,E02001994,C1,E12000005,E08000026,23.0,4.5576157295339,0.03497211596820945,8.471197706025768,8.566700762483983,1.8275315961276315,5.215672081581798,0.8183891588609574,0.0,0.05924260096217115,21.020881444556476,,,,,,,,,,,0.0
1382,CV364BQ,2015,11249.0,Q53,05R,425919.0,241112.0,E01031215,E02006518,D1,E12000005,E07000221,-81.0,5.271584852669986,0.411414566339545,11.20253155558546,11.299744924099366,1.2954600893634678,6.656330968997259,0.5577426120745574,0.07306196071154045,0.050162016361044004,25.56533997425572,,,,,,,,,,,0.0
1383,CV36EA,2015,17319.25,Q53,05A,432252.0,276128.0,E01009668,E02001998,C1,E12000005,E08000026,16.0,4.330668410399255,0.01194169052697133,9.164972708122649,9.318519364589358,2.6038082317936677,6.083702657385634,0.5848202622027818,0.0,0.02354213666422866,22.933460616897673,,,,,,,,,,,0.0
1384,CV376HE,2015,9667.5,Q53,05R,419936.0,254739.0,E01031234,E02006514,C1,E12000005,E07000221,110.0,5.914148565342885,0.3380771316977997,10.927932650985236,11.020519382980256,1.0918380891729198,7.703404348761684,0.7519891770332351,0.004704443346740997,0.19220284035108248,26.82468113833552,,,,,,,,,,,0.0
1385,CV376NQ,2015,16703.75,Q53,05R,419709.0,255215.0,E01031229,E02006512,C1,E12000005,E07000221,-37.0,5.814065351139711,0.302904446402658,11.563416742526604,11.662765838355943,1.5144151999618984,6.5461692324645595,0.6763440259884564,0.09415513388487257,0.28054481765551426,26.610819228198096,,,,,,,,,,,0.0
1386,CV376PG,2015,2983.75,Q53,05R,419651.0,254785.0,E01031234,E02006514,C1,E12000005,E07000221,110.0,5.619974972734512,0.48663013771867014,9.101961685762799,9.148105464235519,0.967764856645089,3.8905514246143866,1.460477438859846,0.009921452868572043,0.05344961423192879,21.583425747676596,,,,,,,,,,,0.0
1387,CV376PP,2015,13306.0,Q53,05R,419664.0,255093.0,E01031229,E02006512,C1,E12000005,E07000221,-37.0,6.073786258037157,0.24335324325728738,10.422948538534262,10.540686806126944,1.4972273560518772,5.372098342260261,0.6610300890983639,0.06238674128061064,0.04014846217254128,24.4505688361125,,,,,,,,,,,0.0
1388,CV378TA,2015,3717.0,Q53,05R,417693.0,246942.0,E01031212,E02006517,D1,E12000005,E07000221,-92.0,5.888038711856109,0.5131027625475274,9.79730442933361,9.931086841896375,1.4905641146226964,6.824001880699604,1.2527319265810382,0.0,0.12293367406142826,25.89952623820335,,,,,,,,,,,0.0
1389,CV470FG,2015,3907.0,Q53,05R,441175.0,261227.0,E01031222,E02006507,D1,E12000005,E07000221,16.0,5.5171632503436685,0.2958462973929798,10.275594511962705,10.457621790524845,1.9522937567776883,6.614654002615808,0.495575790875725,0.013023542114704469,0.03850336193389972,25.34617843064542,,,,,,,,,,,0.0
1390,CV471NY,2015,8107.5,Q53,05R,442030.0,261626.0,E01031222,E02006507,D1,E12000005,E07000221,16.0,5.1347923826519875,0.2078696433707842,10.743180900669238,10.889092621892523,1.5403348404301775,7.135950693171324,0.6603431195304624,0.028261897959944843,0.017599311115302715,25.596645199007202,,,,,,,,,,,0.0
1391,CV472YG,2015,5415.75,Q53,05R,441808.0,252430.0,E01031198,E02006508,E1,E12000005,E07000221,109.0,4.430021453101001,0.17460043130355274,12.148034921739063,12.1992118456222,1.4406739755695377,6.122338794457647,0.3172112036274691,0.0,0.02848828583436755,24.684057703681404,,,,,,,,,,,0.0
1392,CV49DR,2015,5166.5,Q53,05A,429996.0,278570.0,E01009681,E02001989,C1,E12000005,E08000026,84.0,3.9012297987420115,0.054080536599432676,9.828365143921344,10.06630267045559,2.16916098016007,6.522676464232421,0.23698946367036597,0.0,0.01700488667181037,22.950439913859892,,,,,,,,,,,0.0
1393,CV49PL,2015,7683.5,Q53,05A,428718.0,278884.0,E01009702,E02001986,C1,E12000005,E08000026,-24.0,5.162086329988374,0.07968962323675045,9.40467754150853,9.520709111582182,1.2425766493806973,6.196822372788122,0.6238673009059684,0.0,0.07157630552482207,22.825751387882093,,,,,,,,,,,0.0
1394,CV49PN,2015,9153.0,Q53,05A,428767.0,278842.0,E01009702,E02001986,C1,E12000005,E08000026,-24.0,4.284188780183325,0.08169102599377738,9.65179091473399,9.781164613461407,1.9312264435123285,7.073630400903439,0.5600799808923306,0.0,0.034791892227942794,23.711981244946603,,,,,,,,,,,0.0
1395,CV56EU,2015,2802.5,Q53,05A,431885.0,278130.0,E01009556,E02001991,C1,E12000005,E08000026,-70.0,3.673880402630711,0.12429944501349693,12.575070608877454,12.754961167956724,1.939509055456648,7.891883988142411,0.4916694690785564,0.0,0.006193173468261021,26.87620352827855,,,,,,,,,,,0.0
1396,CV56HY,2015,6475.5,Q53,05A,431910.0,278387.0,E01009690,E02001987,C1,E12000005,E08000026,-29.0,5.568669528628299,0.0,9.167560556914076,9.374707331507716,1.675149670950325,6.189378146438453,0.8960361468481048,0.0,0.04707719318226312,23.703940824372904,,,,,,,,,,,0.0
1397,CV57BB,2015,4134.5,Q53,05A,428507.0,279449.0,E01009698,E02001982,C1,E12000005,E08000026,72.0,4.493482503944955,0.05828990909277856,10.373866118060892,10.593793388109992,1.9071083743524484,6.256209585715587,0.642079698209013,0.018214302258533783,0.04743867536433342,23.9691777616833,,,,,,,,,,,0.0
1398,CV58DE,2015,9789.75,Q53,05A,431762.0,278878.0,E01009688,E02001987,C1,E12000005,E08000026,55.0,5.5983846022962505,0.24781427883122284,8.801433011214506,8.904679789289004,1.9100059204529067,5.149470989329992,0.49393936990305903,0.018201752132476205,0.0038759602830705582,22.32249670223491,,,,,,,,,,,0.0
1399,CV59BD,2015,3868.25,Q53,05A,429444.0,280833.0,E01009531,E02001967,C1,E12000005,E08000026,-105.0,3.693640028515549,0.14406235428209105,12.055072696107105,12.109062877317184,1.532936203138882,6.516988769118306,0.4907832494524049,0.0,0.056559039778706376,24.48747348182442,,,,,,,,,,,0.0
1400,CV59JE,2015,16106.0,Q53,05A,430342.0,279539.0,E01009694,E02001979,C1,E12000005,E08000026,-103.0,4.804995764639567,0.12393197924364639,9.309384603787109,9.451477013545441,1.7085581028300485,5.187236480422826,0.46913328235192786,0.0,0.03999634226389515,21.74533262303346,,,,,,,,,,,0.0
1401,CV61HS,2015,11189.5,Q53,05A,432372.0,280317.0,E01009628,E02001969,C1,E12000005,E08000026,36.0,5.422984671753483,0.001883672763798972,9.911101356805842,10.083837668027737,1.6584357996118524,5.258266273018655,0.693788500044799,0.0,0.11275073180050882,23.119196585220323,,,,,,,,,,,0.0
1402,CV62FL,2015,19773.5,Q53,05A,431974.0,282328.0,E01009524,E02001963,C1,E12000005,E08000026,-107.0,4.833814001599971,0.13715108317946614,8.96209806190332,9.04367157985457,1.905090792811101,5.5351859693054815,0.5443899344263365,0.00023445779290812068,0.04161475920516191,21.99953781896984,,,,,,,,,,,0.0
1403,CV63FA,2015,8200.25,Q53,05A,432877.0,281595.0,E01009624,E02001968,C1,E12000005,E08000026,95.0,3.866562833941593,0.014972905698520986,7.576395253375189,7.610453977988134,3.0664975765277234,6.727079323830295,0.29836151332670596,0.0,0.030279357679484132,21.583928131312973,,,,,,,,,,,0.0
1404,CV63HZ,2015,18936.5,Q53,05A,432581.0,280739.0,E01009627,E02001969,C1,E12000005,E08000026,-80.0,6.289317614885079,0.07818101494028763,9.176551156193653,9.387319248286154,2.046476051514899,5.246118097837479,0.6587271096647105,0.0,0.13891466521482085,23.706139137128606,,,,,,,,,,,0.0
1405,CV64DD,2015,9861.5,Q53,05A,433521.0,282661.0,E01009597,E02006805,C1,E12000005,E08000026,78.0,4.206851623158538,0.11362574203805507,9.882547342104226,9.943106451439418,2.599957020011971,7.7617977504446065,0.7031619177994326,0.0,0.015868372040096095,25.32850050489202,,,,,,,,,,,0.0
